Year,Sex,Age,Immigrations,Deaths,Emigrations,Population,FemaleBirths,MaleBirths,GDP_per_capita,Health_expenditure_pct_GDP,Unemployment
1995,Female,0-4,0.0,447.0,0.0,266963.0,0.0,0.0,11781.3618502221,0.0,7.783
1995,Male,0-4,0.0,592.0,0.0,283523.0,0.0,0.0,11781.3618502221,0.0,6.477
1995,Female,10-14,0.0,76.0,0.0,321866.0,35.0,42.0,11781.3618502221,0.0,7.783
1995,Male,10-14,0.0,137.0,0.0,337142.0,35.0,42.0,11781.3618502221,0.0,6.477
1995,Female,15-19,0.0,145.0,0.0,382784.0,3906.0,4030.0,11781.3618502221,0.0,7.783
1995,Male,15-19,0.0,487.0,0.0,394751.0,3906.0,4030.0,11781.3618502221,0.0,6.477
1995,Female,20-24,0.0,221.0,0.0,404891.0,12611.0,13465.0,11781.3618502221,0.0,7.783
1995,Male,20-24,0.0,817.0,0.0,412063.0,12611.0,13465.0,11781.3618502221,0.0,6.477
1995,Female,25-29,0.0,239.0,0.0,373916.0,17505.0,19186.0,11781.3618502221,0.0,7.783
1995,Male,25-29,0.0,905.0,0.0,375419.0,17505.0,19186.0,11781.3618502221,0.0,6.477
1995,Female,30-34,0.0,287.0,0.0,375546.0,12303.0,13325.0,11781.3618502221,0.0,7.783
